session,group,family,label,x,topology_seed,n_neurons,rate_hz,n_events,events_per_min,mean_participation,mean_duration_ms,max_duration_ms,mean_ibi_ms,n_full,max_ko_mM,mean_ko_mM,duration_ms
sweep_c40_seed13,c40,both,both_tau00200,200.0,13,673,1.664503879808486,79,26.333333333333332,0.9407339138939567,403.7974683544304,590.0,2284.660256101096,74,4.249974891942925,4.031151259040805,180000.0
sweep_c40_seed13,c40,kclear,kclear_tau12000,12000.0,13,673,0.25700842000990587,39,13.0,0.26776393492589623,175.76923076923077,360.0,4547.338815166507,9,4.9699060266090616,4.891130074646935,180000.0
sweep_c40_seed13,c40,both,both_tau12000,12000.0,13,673,0.8279346210995543,36,12.0,0.20360739640085854,176.80555555555554,475.0,4924.304285026014,2,14.792393850566379,14.499763370201224,180000.0
sweep_c40_seed13,c40,fourap,fourap_00.0mM,0.0,13,673,0.27366683176490014,29,9.666666666666666,0.3570733206947789,172.41379310344828,375.0,6251.342856279781,13,4.060593522660521,3.9971763937695766,180000.0
sweep_c40_seed13,c40,fourap,fourap_00.2mM,0.2,13,673,0.2732293214462605,38,12.666666666666666,0.3139907718776882,174.21052631578948,440.0,4729.925675022704,15,4.030236382300981,3.9971573332325843,180000.0
sweep_c40_seed13,c40,fourap,fourap_00.5mM,0.5,13,673,0.26985306257223046,24,8.0,0.25910104011887075,124.375,275.0,7190.331520786684,6,4.051235012181576,3.99708511988404,180000.0
sweep_c40_seed13,c40,fourap,fourap_01.0mM,1.0,13,673,0.2689450222882615,25,8.333333333333334,0.23286775631500742,122.2,260.0,7144.140624028126,3,4.033405772205349,3.9970358478689363,180000.0
sweep_c40_seed13,c40,fourap,fourap_02.0mM,2.0,13,673,0.2720075945187386,35,11.666666666666666,0.26402037783909993,152.57142857142858,475.0,5141.356616936907,10,4.047780411070644,3.997041406562243,180000.0
sweep_c40_seed13,c40,fourap,fourap_04.0mM,4.0,13,673,0.27296516427274226,32,10.666666666666666,0.33232726597325407,166.875,390.0,5472.090321842158,11,4.039210373363219,3.9970412323479105,180000.0
sweep_c40_seed13,c40,fourap,fourap_09.0mM,9.0,13,673,0.2706125144460954,27,9.0,0.28083209509658247,168.33333333333334,320.0,6507.194229892454,9,4.03702259853646,3.9969777352761544,180000.0
sweep_c40_seed13,c40,sahp,sahp_s0.00,0.0,13,673,0.27366683176490014,29,9.666666666666666,0.3570733206947789,172.41379310344828,375.0,6251.342856279781,13,4.060593522660521,3.9971763937695766,180000.0
sweep_c40_seed13,c40,kclear,kclear_tau00500,500.0,13,673,0.2736915964999174,34,11.333333333333334,0.3449873262826676,179.85294117647058,395.0,5070.084847807406,12,4.110006743815332,3.993350093315003,180000.0
sweep_c40_seed13,c40,sahp,sahp_s0.25,0.25,13,673,0.37325408618127787,57,19.0,0.3822371679570397,202.10526315789474,505.0,3146.1058031400107,24,4.0867186138789,3.9989547810307915,180000.0
sweep_c40_seed13,c40,sahp,sahp_s0.50,0.5,13,673,0.5584612844642562,63,21.0,0.5319229227104414,218.73015873015873,510.0,2864.370160900396,41,4.125161264301641,4.002169457893573,180000.0
sweep_c40_seed13,c40,sahp,sahp_s0.75,0.75,13,673,0.9325078421660887,66,22.0,0.8192624611643927,314.54545454545456,570.0,2709.7530765583333,59,4.165238742775911,4.009641755883317,180000.0
sweep_c40_seed13,c40,sahp,sahp_s1.00,1.0,13,673,1.664503879808486,79,26.333333333333332,0.9407339138939567,403.7974683544304,590.0,2284.660256101096,74,4.249974891942925,4.031151259040805,180000.0
sweep_c40_seed13,c40,both,both_tau00500,500.0,13,673,1.6493313521545319,76,25.333333333333332,0.9795886447172909,393.2894736842105,1320.0,2354.077999683094,75,4.819310055393946,4.085906489332235,180000.0
sweep_c40_seed13,c40,kclear,kclear_tau01000,1000.0,13,673,0.2728661053326729,28,9.333333333333334,0.3007323285926555,163.03571428571428,335.0,6482.185184290698,8,4.289951735200101,3.987596442922198,180000.0
sweep_c40_seed13,c40,both,both_tau01000,1000.0,13,673,1.0804606240713224,145,48.333333333333336,0.5432802172465031,453.3103448275862,1035.0,1230.0861109455961,110,5.387735119096872,5.059828998661043,180000.0
sweep_c40_seed13,c40,kclear,kclear_tau02500,2500.0,13,673,0.27598646194485715,40,13.333333333333334,0.33540118870728086,186.75,370.0,4486.093589124095,19,4.519760231715616,3.973389857264576,180000.0
sweep_c40_seed13,c40,both,both_tau02500,2500.0,13,673,0.8903995377249463,23,7.666666666666667,0.28309322307642615,226.52173913043478,470.0,7362.594317111733,7,7.9139688264935995,7.828483966459375,180000.0
sweep_c40_seed13,c40,kclear,kclear_tau06000,6000.0,13,673,0.2617880138682516,26,8.666666666666666,0.27506000685792664,160.76923076923077,295.0,4384.484999641324,10,4.655141357516701,4.383360058854036,180000.0
sweep_c40_seed13,c40,both,both_tau06000,6000.0,13,673,0.8320125474657422,28,9.333333333333334,0.20139036298025897,171.96428571428572,415.0,6413.037036176695,1,11.574705006748589,11.412089387386436,180000.0
sweep_c40_seed14,c40,kclear,kclear_tau00200,200.0,14,918,0.3521786492374728,23,7.666666666666667,0.9009661835748792,152.17391304347825,220.0,7717.488635318377,23,4.1469341915764515,3.9992488508178528,180000.0
sweep_c40_seed14,c40,both,both_tau00200,200.0,14,918,1.753879206003389,77,25.666666666666668,0.9379792320968793,504.4805194805195,710.0,2351.1434207346497,72,4.41228749855688,4.077780077967533,180000.0
sweep_c40_seed14,c40,kclear,kclear_tau12000,12000.0,14,918,0.24228395061728397,22,7.333333333333333,0.35284214695979405,143.86363636363637,215.0,8036.473808398038,11,7.412200123336831,7.182580725873987,180000.0
sweep_c40_seed14,c40,both,both_tau12000,12000.0,14,918,0.7128116678770273,3,1.0,0.15468409586056645,146.66666666666666,190.0,42910.34999000915,0,17.64566615423592,17.279419847452964,180000.0
sweep_c40_seed14,c40,fourap,fourap_00.0mM,0.0,14,918,0.3521786492374728,23,7.666666666666667,0.9009661835748792,152.17391304347825,220.0,7717.488635318377,23,4.1469341915764515,3.9992488508178528,180000.0
sweep_c40_seed14,c40,fourap,fourap_00.2mM,0.2,14,918,0.3495521665456306,23,7.666666666666667,0.9095386947049352,150.0,225.0,7628.653408067728,23,4.143274640851765,3.9994197053737897,180000.0
sweep_c40_seed14,c40,fourap,fourap_00.5mM,0.5,14,918,0.3521544420237231,23,7.666666666666667,0.9110542767831769,152.82608695652175,205.0,7723.3477262281785,23,4.141281240304585,3.99929357127527,180000.0
